"DateTime","Germany, Base","Germany, Peak"
"2006-06-13 00:00:00",52.67,69.9
"2006-06-14 00:00:00",48.17,59.9
"2006-06-15 00:00:00",35.27,38.91
"2006-06-16 00:00:00",48.55,57.74
"2006-06-17 00:00:00",32.67,37.72
"2006-06-18 00:00:00",27.17,33.1
"2006-06-19 00:00:00",45.78,58.73
"2006-06-20 00:00:00",45.7,55.42
"2006-06-21 00:00:00",45.94,58.35
"2006-06-22 00:00:00",42.35,53.23
"2006-06-23 00:00:00",47.5,57.31
"2006-06-24 00:00:00",38.12,42.85
"2006-06-25 00:00:00",28.21,33.74
"2006-06-26 00:00:00",43.24,57
"2006-06-27 00:00:00",49.32,63.17
"2006-06-28 00:00:00",52.38,65.67
"2006-06-29 00:00:00",49.43,66.47
"2006-06-30 00:00:00",43.1,53.3
"2006-07-01 00:00:00",36.37,44.84
"2006-07-02 00:00:00",25.28,30.7
"2006-07-03 00:00:00",43.81,58.75
"2006-07-04 00:00:00",55.44,75
"2006-07-05 00:00:00",56.04,73.76
"2006-07-06 00:00:00",57.27,75.12
"2006-07-07 00:00:00",48.32,58.11
"2006-07-08 00:00:00",32.45,38.21
"2006-07-09 00:00:00",24.92,29.34
"2006-07-10 00:00:00",49.5,66.29
"2006-07-11 00:00:00",55.66,70.52
"2006-07-12 00:00:00",62.93,83.65
"2006-07-13 00:00:00",60.79,79.61
"2006-07-14 00:00:00",49.74,58.59
"2006-07-15 00:00:00",41.92,50
"2006-07-16 00:00:00",31.37,38.16
"2006-07-17 00:00:00",71.57,101.77
"2006-07-18 00:00:00",91.57,134.29
"2006-07-19 00:00:00",93.9,139.99
"2006-07-20 00:00:00",71,88.98
"2006-07-21 00:00:00",104.81,156.4
"2006-07-22 00:00:00",51.92,63.14
"2006-07-23 00:00:00",40.49,44.03
"2006-07-24 00:00:00",116.87,181.67
"2006-07-25 00:00:00",222.74,389.44
"2006-07-26 00:00:00",100.74,144.77
"2006-07-27 00:00:00",301.54,543.72
"2006-07-28 00:00:00",110.32,159.14
"2006-07-29 00:00:00",57.13,65.11
"2006-07-30 00:00:00",41.32,44.25
"2006-07-31 00:00:00",67.7,86.88
"2006-08-01 00:00:00",55.45,69.23
"2006-08-02 00:00:00",51.78,62.4
"2006-08-03 00:00:00",48.38,58.72
"2006-08-04 00:00:00",45.46,56.26
"2006-08-05 00:00:00",34.26,37.74
"2006-08-06 00:00:00",29.42,33.05
"2006-08-07 00:00:00",43.05,56.78
"2006-08-08 00:00:00",45.34,57.99
"2006-08-09 00:00:00",46.33,56.19
"2006-08-10 00:00:00",45.34,55.92
"2006-08-11 00:00:00",39.85,48.52
"2006-08-12 00:00:00",34.9,38.76
"2006-08-13 00:00:00",26.52,30.37
"2006-08-14 00:00:00",39.1,51.71
"2006-08-15 00:00:00",38.55,48.05
"2006-08-16 00:00:00",55.37,69.6
"2006-08-17 00:00:00",51.53,62.41
"2006-08-18 00:00:00",51,63.44
"2006-08-19 00:00:00",36.4,42.63
"2006-08-20 00:00:00",28.12,31.92
"2006-08-21 00:00:00",46.33,61.81
"2006-08-22 00:00:00",51.19,61.85
"2006-08-23 00:00:00",54.37,66.55
"2006-08-24 00:00:00",53.73,62.64
"2006-08-25 00:00:00",50.13,59.75
"2006-08-26 00:00:00",44.08,51.73
"2006-08-27 00:00:00",31.02,33.65
"2006-08-28 00:00:00",51.97,65.81
"2006-08-29 00:00:00",51.84,65.69
"2006-08-30 00:00:00",51.27,65.3
"2006-08-31 00:00:00",46.77,57.32
"2006-09-01 00:00:00",41.61,54.16
"2006-09-02 00:00:00",39.04,48.17
"2006-09-03 00:00:00",18.09,20.89
"2006-09-04 00:00:00",39.78,52.48
"2006-09-05 00:00:00",57.58,71.22
"2006-09-06 00:00:00",58.81,72.91
"2006-09-07 00:00:00",53.07,65.38
"2006-09-08 00:00:00",53.19,66.72
"2006-09-09 00:00:00",36.3,42.14
"2006-09-10 00:00:00",24.79,28.69
"2006-09-11 00:00:00",52.46,69.3
"2006-09-12 00:00:00",57.61,71.26
"2006-09-13 00:00:00",50.85,62.59
"2006-09-14 00:00:00",60.11,74.41
"2006-09-15 00:00:00",39.9,47.16
"2006-09-16 00:00:00",35.49,42.22
"2006-09-17 00:00:00",28.16,32.2
"2006-09-18 00:00:00",50.76,66.34
"2006-09-19 00:00:00",50.92,59.34
"2006-09-20 00:00:00",54.55,67.15
"2006-09-21 00:00:00",51.43,63.61
"2006-09-22 00:00:00",46.83,58.81
"2006-09-23 00:00:00",32.8,38.06
"2006-09-24 00:00:00",26.6,31.16
"2006-09-25 00:00:00",51.79,64.98
"2006-09-26 00:00:00",54.94,64.8
"2006-09-27 00:00:00",56.52,68.42
"2006-09-28 00:00:00",54.95,67.89
"2006-09-29 00:00:00",51.8,62.75
"2006-09-30 00:00:00",40.27,45.05
"2006-10-01 00:00:00",28.17,32.38
"2006-10-02 00:00:00",39.35,52.78
"2006-10-03 00:00:00",27.87,32.53
"2006-10-04 00:00:00",49.3,65.46
"2006-10-05 00:00:00",45.32,54.33
"2006-10-06 00:00:00",26.91,37.48
"2006-10-07 00:00:00",31.05,34.76
"2006-10-08 00:00:00",25.62,30.62
"2006-10-09 00:00:00",46.54,60.79
"2006-10-10 00:00:00",52.45,63.45
"2006-10-11 00:00:00",46.92,56.38
"2006-10-12 00:00:00",56.72,70.12
"2006-10-13 00:00:00",51.48,63.33
"2006-10-14 00:00:00",41.48,47.91
"2006-10-15 00:00:00",29.74,35.08
"2006-10-16 00:00:00",52.84,66.22
"2006-10-17 00:00:00",60.84,75.7
"2006-10-18 00:00:00",56.2,69.93
"2006-10-19 00:00:00",55.79,70.31
"2006-10-20 00:00:00",52.56,63.13
"2006-10-21 00:00:00",38.39,45.24
"2006-10-22 00:00:00",32.71,37.13
"2006-10-23 00:00:00",52.59,67.23
"2006-10-24 00:00:00",46.38,53.53
"2006-10-25 00:00:00",61.24,78.39
"2006-10-26 00:00:00",40.8,51.31
"2006-10-27 00:00:00",42.4,52.9
"2006-10-28 00:00:00",36.69,41.77
"2006-10-29 00:00:00",24.02,30.08
"2006-10-30 00:00:00",56.43,73.53
"2006-10-31 00:00:00",41.45,50.55
"2006-11-01 00:00:00",28.05,37.64
"2006-11-02 00:00:00",53.86,71.15
"2006-11-03 00:00:00",62.39,76.29
"2006-11-04 00:00:00",42.04,46.91
"2006-11-05 00:00:00",31.22,37.19
"2006-11-06 00:00:00",60.52,79.46
"2006-11-07 00:00:00",162.25,276.33
"2006-11-08 00:00:00",55.3,69.82
"2006-11-09 00:00:00",56.07,70.15
"2006-11-10 00:00:00",65.26,84.2
"2006-11-11 00:00:00",32.84,36.41
"2006-11-12 00:00:00",25.45,34.02
"2006-11-13 00:00:00",54.92,72.17
"2006-11-14 00:00:00",54.07,71.89
"2006-11-15 00:00:00",51.47,68.64
"2006-11-16 00:00:00",44.94,59.82
"2006-11-17 00:00:00",46.2,58.75
"2006-11-18 00:00:00",36.75,45.67
"2006-11-19 00:00:00",28.38,33.09
"2006-11-20 00:00:00",47.71,65.04
"2006-11-21 00:00:00",70.2,93.69
"2006-11-22 00:00:00",55.04,73.94
"2006-11-23 00:00:00",46.07,59.19
"2006-11-24 00:00:00",46.42,64.53
"2006-11-25 00:00:00",27.27,32.91
"2006-11-26 00:00:00",28.3,35.69
"2006-11-27 00:00:00",55.01,73.56
"2006-11-28 00:00:00",51.37,66.94
"2006-11-29 00:00:00",54.49,68.85
"2006-11-30 00:00:00",53.76,69.84
"2006-12-01 00:00:00",41.82,52.39
"2006-12-02 00:00:00",30.44,35.48
"2006-12-03 00:00:00",27.16,30.63
"2006-12-04 00:00:00",39.13,53.5
"2006-12-05 00:00:00",37.1,47.63
"2006-12-06 00:00:00",45.21,62.58
"2006-12-07 00:00:00",39.96,49.8
"2006-12-08 00:00:00",42.92,57.38
"2006-12-09 00:00:00",35.12,44.43
"2006-12-10 00:00:00",31.98,35.68
"2006-12-11 00:00:00",47.65,64.07
"2006-12-12 00:00:00",49.77,67
"2006-12-13 00:00:00",43.76,57.32
"2006-12-14 00:00:00",38.05,51.02
"2006-12-15 00:00:00",40.13,49.34
"2006-12-16 00:00:00",30.59,34.74
"2006-12-17 00:00:00",28.57,32.28
"2006-12-18 00:00:00",65.3,89.12
"2006-12-19 00:00:00",56.66,71.36
"2006-12-20 00:00:00",55.66,70.08
"2006-12-21 00:00:00",63.78,83.39
"2006-12-22 00:00:00",51.48,62.96
"2006-12-23 00:00:00",44.68,54.36
"2006-12-24 00:00:00",30.44,34.85
"2006-12-25 00:00:00",29.63,35.39
"2006-12-26 00:00:00",28.24,33.64
"2006-12-27 00:00:00",43.31,56.75
"2006-12-28 00:00:00",33.75,38.4
"2006-12-29 00:00:00",36.17,45.04
"2006-12-30 00:00:00",28.91,34.46
"2006-12-31 00:00:00",13.98,20.89
"2007-01-01 00:00:00",5.8,6.76
"2007-01-02 00:00:00",32.9,48.79
"2007-01-03 00:00:00",44.43,59.04
"2007-01-04 00:00:00",28.25,34.04
"2007-01-05 00:00:00",35.55,44.04
"2007-01-06 00:00:00",27.02,32.31
"2007-01-07 00:00:00",20.45,23.47
"2007-01-08 00:00:00",37.38,51.77
"2007-01-09 00:00:00",29.39,34.24
"2007-01-10 00:00:00",28.38,39.59
"2007-01-11 00:00:00",26.72,34.13
"2007-01-12 00:00:00",24.4,33.36
"2007-01-13 00:00:00",25.56,36.68
"2007-01-14 00:00:00",18.7,23.94
"2007-01-15 00:00:00",35.5,45.63
"2007-01-16 00:00:00",37.83,46.8
"2007-01-17 00:00:00",32.26,39.46
"2007-01-18 00:00:00",32.82,42.84
"2007-01-19 00:00:00",24.44,31.28
"2007-01-20 00:00:00",16.27,20.79
"2007-01-21 00:00:00",12.75,15.77
"2007-01-22 00:00:00",40.44,54.69
"2007-01-23 00:00:00",52.68,69.52
"2007-01-24 00:00:00",44.03,56.65
"2007-01-25 00:00:00",65.21,89.93
"2007-01-26 00:00:00",35.74,40.81
"2007-01-27 00:00:00",25.12,28.54
"2007-01-28 00:00:00",18.15,20.56
"2007-01-29 00:00:00",43.3,61.14
"2007-01-30 00:00:00",46.49,59.83
"2007-01-31 00:00:00",39.42,49.88
"2007-02-01 00:00:00",43.89,56.99
"2007-02-02 00:00:00",41.49,48.62
"2007-02-03 00:00:00",33.44,37.39
"2007-02-04 00:00:00",26.2,27.69
"2007-02-05 00:00:00",42.47,54.83
"2007-02-06 00:00:00",44.33,54.77
"2007-02-07 00:00:00",50.8,65.61
"2007-02-08 00:00:00",39.09,47.73
"2007-02-09 00:00:00",39.74,49.77
"2007-02-10 00:00:00",25.72,27.38
"2007-02-11 00:00:00",19.91,22.04
"2007-02-12 00:00:00",36.08,46.32
"2007-02-13 00:00:00",32.18,36.85
"2007-02-14 00:00:00",32.7,42.65
"2007-02-15 00:00:00",34.23,41.16
"2007-02-16 00:00:00",23.83,26.1
"2007-02-17 00:00:00",24.09,28.85
"2007-02-18 00:00:00",20.89,22.88
"2007-02-19 00:00:00",31.04,36.97
"2007-02-20 00:00:00",34.28,41.92
"2007-02-21 00:00:00",32.55,40.22
"2007-02-22 00:00:00",30.99,38.58
"2007-02-23 00:00:00",23.48,25.37
"2007-02-24 00:00:00",23.76,26.74
"2007-02-25 00:00:00",17.53,19.62
"2007-02-26 00:00:00",28.47,34.51
"2007-02-27 00:00:00",24.67,29.78
"2007-02-28 00:00:00",28.29,35.42
"2007-03-01 00:00:00",22.3,27.47
"2007-03-02 00:00:00",24.55,29.6
"2007-03-03 00:00:00",24.07,25.68
"2007-03-04 00:00:00",18.11,19.67
"2007-03-05 00:00:00",24.56,30.46
"2007-03-06 00:00:00",24.56,27.83
"2007-03-07 00:00:00",31.97,39.32
"2007-03-08 00:00:00",28.97,32.67
"2007-03-09 00:00:00",26.61,29.34
"2007-03-10 00:00:00",24.69,26.72
"2007-03-11 00:00:00",15.25,16.42
"2007-03-12 00:00:00",27.81,32.37
"2007-03-13 00:00:00",31.18,36.38
"2007-03-14 00:00:00",29.24,32.57
"2007-03-15 00:00:00",28.7,33.04
"2007-03-16 00:00:00",30.08,34.01
"2007-03-17 00:00:00",17.78,23.6
"2007-03-18 00:00:00",9.93,11.02
"2007-03-19 00:00:00",24.82,31.75
"2007-03-20 00:00:00",29.61,34.36
"2007-03-21 00:00:00",29.95,33.22
"2007-03-22 00:00:00",31.3,36.13
"2007-03-23 00:00:00",30.23,33.63
"2007-03-24 00:00:00",23.86,26.32
"2007-03-25 00:00:00",19.69,20.85
"2007-03-26 00:00:00",28.16,30.92
"2007-03-27 00:00:00",29.08,31.76
"2007-03-28 00:00:00",27.38,31.02
"2007-03-29 00:00:00",27.56,30.14
"2007-03-30 00:00:00",33.1,38.58
"2007-03-31 00:00:00",28.09,29.33
"2007-04-01 00:00:00",21.66,22.99
"2007-04-02 00:00:00",31.87,38.2
"2007-04-03 00:00:00",31.46,35.57
"2007-04-04 00:00:00",37.39,43.5
"2007-04-05 00:00:00",30.87,35.58
"2007-04-06 00:00:00",23.72,22.8
"2007-04-07 00:00:00",24.77,26.38
"2007-04-08 00:00:00",19.82,20.39
"2007-04-09 00:00:00",21.03,21.36
"2007-04-10 00:00:00",28.58,33.54
"2007-04-11 00:00:00",39.22,46.1
"2007-04-12 00:00:00",41.17,53.73
"2007-04-13 00:00:00",34.5,42.14
"2007-04-14 00:00:00",26.92,30.16
"2007-04-15 00:00:00",22.59,23.71
"2007-04-16 00:00:00",36.61,45
"2007-04-17 00:00:00",37.16,47.93
"2007-04-18 00:00:00",30.85,35.63
"2007-04-19 00:00:00",30.54,34.9
"2007-04-20 00:00:00",31.26,37.2
"2007-04-21 00:00:00",28.9,32.63
"2007-04-22 00:00:00",22.32,23.12
"2007-04-23 00:00:00",36.35,45.35
"2007-04-24 00:00:00",67.91,99.43
"2007-04-25 00:00:00",34.44,43.13
"2007-04-26 00:00:00",38.39,49.25
"2007-04-27 00:00:00",37.6,49.7
"2007-04-28 00:00:00",24.94,29.47
"2007-04-29 00:00:00",15.41,19.73
"2007-04-30 00:00:00",23.54,30.67
"2007-05-01 00:00:00",20.1,19.91
"2007-05-02 00:00:00",36.69,48.14
"2007-05-03 00:00:00",37.21,45.52
"2007-05-04 00:00:00",33.89,41.46
"2007-05-05 00:00:00",28.07,30.67
"2007-05-06 00:00:00",22.19,23.63
"2007-05-07 00:00:00",31.83,40.34
"2007-05-08 00:00:00",28.4,34.3
"2007-05-09 00:00:00",33.44,42.95
"2007-05-10 00:00:00",29.86,36.39
"2007-05-11 00:00:00",28.9,34.03
"2007-05-12 00:00:00",23.93,25.69
"2007-05-13 00:00:00",21.7,23.95
"2007-05-14 00:00:00",38.94,49.68
"2007-05-15 00:00:00",45.84,63.3
"2007-05-16 00:00:00",37.77,49.77
"2007-05-17 00:00:00",18.81,20.79
"2007-05-18 00:00:00",25.62,31.92
"2007-05-19 00:00:00",23.27,27.89
"2007-05-20 00:00:00",22.94,24.59
"2007-05-21 00:00:00",43.14,59.03
"2007-05-22 00:00:00",58,84.08
"2007-05-23 00:00:00",74.67,119.7
"2007-05-24 00:00:00",38.82,49.92
"2007-05-25 00:00:00",37.72,48.97
"2007-05-26 00:00:00",24.38,28.16
"2007-05-27 00:00:00",18.74,19.76
"2007-05-28 00:00:00",22.1,24.34
"2007-05-29 00:00:00",38.69,54.41
"2007-05-30 00:00:00",32.54,44.43
"2007-05-31 00:00:00",39.3,51
"2007-06-01 00:00:00",39.51,51.03
"2007-06-02 00:00:00",30.01,36.92
"2007-06-03 00:00:00",18.42,21.24
"2007-06-04 00:00:00",37.62,50.64
"2007-06-05 00:00:00",43.12,54.9
"2007-06-06 00:00:00",42.79,56
"2007-06-07 00:00:00",27.64,32.88
"2007-06-08 00:00:00",36.54,48.35
"2007-06-09 00:00:00",23.83,27.78
"2007-06-10 00:00:00",19.24,21.59
"2007-06-11 00:00:00",43.39,62.54
"2007-06-12 00:00:00",85.41,139.41
"2007-06-13 00:00:00",48.07,67.86
"2007-06-14 00:00:00",45.61,63.25
"2007-06-15 00:00:00",33.77,43.89
"2007-06-16 00:00:00",29.41,32.66
"2007-06-17 00:00:00",17.95,20.02
"2007-06-18 00:00:00",47.83,69.02
"2007-06-19 00:00:00",44.79,63.2
"2007-06-20 00:00:00",41.35,56.06
"2007-06-21 00:00:00",66.81,106.6
"2007-06-22 00:00:00",34.11,45.75
"2007-06-23 00:00:00",27.18,29.95
"2007-06-24 00:00:00",16.03,18.52
"2007-06-25 00:00:00",40.2,59.06
"2007-06-26 00:00:00",33.02,48.08
"2007-06-27 00:00:00",22.62,31.63
"2007-06-28 00:00:00",26.18,33.05
"2007-06-29 00:00:00",28.66,35.03
"2007-06-30 00:00:00",22.1,25.02
"2007-07-01 00:00:00",18.4,20.7
"2007-07-02 00:00:00",35.99,50.07
"2007-07-03 00:00:00",38.21,50.2
"2007-07-04 00:00:00",34.55,46.62
"2007-07-05 00:00:00",33.73,42.84
"2007-07-06 00:00:00",26.37,34.69
"2007-07-07 00:00:00",21.91,25.78
"2007-07-08 00:00:00",18.48,20.41
"2007-07-09 00:00:00",34.87,49.31
"2007-07-10 00:00:00",34.34,44.56
"2007-07-11 00:00:00",30.1,39.02
"2007-07-12 00:00:00",32.22,41.69
"2007-07-13 00:00:00",29.91,36.25
"2007-07-14 00:00:00",23.61,27.22
"2007-07-15 00:00:00",17.57,20.96
"2007-07-16 00:00:00",36.19,48.8
"2007-07-17 00:00:00",38.03,49.77
"2007-07-18 00:00:00",41.88,54.37
"2007-07-19 00:00:00",35.77,46.59
"2007-07-20 00:00:00",41.63,55.92
"2007-07-21 00:00:00",28.6,34.4
"2007-07-22 00:00:00",21.39,23.62
"2007-07-23 00:00:00",38.72,52.63
"2007-07-24 00:00:00",23.89,32.09
"2007-07-25 00:00:00",31.69,37.23
"2007-07-26 00:00:00",28.06,34.21
"2007-07-27 00:00:00",25.06,28.5
"2007-07-28 00:00:00",25.21,27.31
"2007-07-29 00:00:00",17.07,19.32
"2007-07-30 00:00:00",23.6,29.61
"2007-07-31 00:00:00",21.5,28.85
"2007-08-01 00:00:00",26.21,32.48
"2007-08-02 00:00:00",27.15,33.73
"2007-08-03 00:00:00",32.71,39.14
"2007-08-04 00:00:00",27.68,31.27
"2007-08-05 00:00:00",19.25,22.55
"2007-08-06 00:00:00",29.47,36.62
"2007-08-07 00:00:00",28.72,35.73
"2007-08-08 00:00:00",30.2,36.97
"2007-08-09 00:00:00",27.41,35.17
"2007-08-10 00:00:00",29.51,35.79
"2007-08-11 00:00:00",23.21,27.69
"2007-08-12 00:00:00",19.74,22.74
"2007-08-13 00:00:00",34.04,41.63
"2007-08-14 00:00:00",36.77,46.7
"2007-08-15 00:00:00",22.53,26
"2007-08-16 00:00:00",28.17,35.29
"2007-08-17 00:00:00",33.54,39.19
"2007-08-18 00:00:00",25.52,28.17
"2007-08-19 00:00:00",22.7,24.16
"2007-08-20 00:00:00",36.19,48.89
"2007-08-21 00:00:00",31.71,40.16
"2007-08-22 00:00:00",31.45,41.5
"2007-08-23 00:00:00",32.49,39.52
"2007-08-24 00:00:00",36.61,43.36
"2007-08-25 00:00:00",27.04,28.98
"2007-08-26 00:00:00",20.22,23.05
"2007-08-27 00:00:00",32.69,41.87
"2007-08-28 00:00:00",36.21,45.3
"2007-08-29 00:00:00",36.81,44.58
"2007-08-30 00:00:00",34.03,42.09
"2007-08-31 00:00:00",28.52,34.15
"2007-09-01 00:00:00",20.89,24.69
"2007-09-02 00:00:00",17.33,19.75
"2007-09-03 00:00:00",29.67,39.97
"2007-09-04 00:00:00",34.5,42.24
"2007-09-05 00:00:00",36.2,43.9
"2007-09-06 00:00:00",35.83,43.4
"2007-09-07 00:00:00",36.15,44.05
"2007-09-08 00:00:00",29.26,34.05
"2007-09-09 00:00:00",20.62,23.07
"2007-09-10 00:00:00",35.91,45.97
"2007-09-11 00:00:00",37.47,45.92
"2007-09-12 00:00:00",43.39,54.03
"2007-09-13 00:00:00",44.81,55.12
"2007-09-14 00:00:00",33.36,41.21
"2007-09-15 00:00:00",29.49,32.52
"2007-09-16 00:00:00",21.16,23.67
"2007-09-17 00:00:00",37.29,48.46
"2007-09-18 00:00:00",38.92,49.5
"2007-09-19 00:00:00",43.46,53.65
"2007-09-20 00:00:00",37.68,47.18
"2007-09-21 00:00:00",39.84,47.1
"2007-09-22 00:00:00",31.98,37.6
"2007-09-23 00:00:00",24.03,25.31
"2007-09-24 00:00:00",38.98,50.12
"2007-09-25 00:00:00",44.31,56.12
"2007-09-26 00:00:00",53.08,70.34
"2007-09-27 00:00:00",44.11,55.43
"2007-09-28 00:00:00",38.68,47.61
"2007-09-29 00:00:00",30.9,35.75
"2007-09-30 00:00:00",26.22,28.57
"2007-10-01 00:00:00",45.25,59.24
"2007-10-02 00:00:00",46.93,59.57
"2007-10-03 00:00:00",40.89,48.47
"2007-10-04 00:00:00",48.03,63.13
"2007-10-05 00:00:00",51.9,64.87
"2007-10-06 00:00:00",36.72,44.03
"2007-10-07 00:00:00",28.96,31.05
"2007-10-08 00:00:00",56.31,74.89
"2007-10-09 00:00:00",53.99,70.02
"2007-10-10 00:00:00",57.41,73.17
"2007-10-11 00:00:00",53.73,66.42
"2007-10-12 00:00:00",47.61,59.87
"2007-10-13 00:00:00",52.63,63.85
"2007-10-14 00:00:00",29.09,31.21
"2007-10-15 00:00:00",50.06,65.74
"2007-10-16 00:00:00",47.78,61.09
"2007-10-17 00:00:00",54.38,69.53
"2007-10-18 00:00:00",53.01,68.64
"2007-10-19 00:00:00",61.55,75.36
"2007-10-20 00:00:00",45.96,53.31
"2007-10-21 00:00:00",39.28,43.98
"2007-10-22 00:00:00",76.2,102
"2007-10-23 00:00:00",79.05,104.46
"2007-10-24 00:00:00",107.81,161.23
"2007-10-25 00:00:00",110.84,162.87
"2007-10-26 00:00:00",63.25,75.2
"2007-10-27 00:00:00",52.74,64.07
"2007-10-28 00:00:00",38.12,44.33
"2007-10-29 00:00:00",80.96,113.5
"2007-10-30 00:00:00",91.73,129.88
"2007-10-31 00:00:00",61.26,76.18
"2007-11-01 00:00:00",37.77,42.53
"2007-11-02 00:00:00",54.46,74.67
"2007-11-03 00:00:00",34.7,41
"2007-11-04 00:00:00",29.4,36.65
"2007-11-05 00:00:00",88.41,134.64
"2007-11-06 00:00:00",54.74,74.82
"2007-11-07 00:00:00",52.51,73.62
"2007-11-08 00:00:00",62.37,87.56
"2007-11-09 00:00:00",43.64,56.5
"2007-11-10 00:00:00",29.26,37.13
"2007-11-11 00:00:00",20.12,26.62
"2007-11-12 00:00:00",52.53,76.26
"2007-11-13 00:00:00",77.67,110.47
"2007-11-14 00:00:00",114.09,163.74
"2007-11-15 00:00:00",145.48,245.85
"2007-11-16 00:00:00",66.67,84.2
"2007-11-17 00:00:00",56.28,71.87
"2007-11-18 00:00:00",33.9,37.95
"2007-11-19 00:00:00",93.92,143.21
"2007-11-20 00:00:00",127.08,174.32
"2007-11-21 00:00:00",90.73,132.71
"2007-11-22 00:00:00",97.04,136.79
"2007-11-23 00:00:00",87.04,125.49
"2007-11-24 00:00:00",51.9,66.85
"2007-11-25 00:00:00",25.26,32.46
"2007-11-26 00:00:00",59.32,86.16
"2007-11-27 00:00:00",67.3,89.92
"2007-11-28 00:00:00",74.71,100.96
"2007-11-29 00:00:00",65.47,89.79
"2007-11-30 00:00:00",53.4,68.25
"2007-12-01 00:00:00",31.79,38.12
"2007-12-02 00:00:00",20.75,27.42
"2007-12-03 00:00:00",44.59,66.85
"2007-12-04 00:00:00",58.1,78.07
"2007-12-05 00:00:00",45.37,60.1
"2007-12-06 00:00:00",50.34,66.37
"2007-12-07 00:00:00",41.38,55.38
"2007-12-08 00:00:00",31.13,41.65
"2007-12-09 00:00:00",20.32,26.67
"2007-12-10 00:00:00",62.64,89.98
"2007-12-11 00:00:00",68.88,86.36
"2007-12-12 00:00:00",84.51,118.77
"2007-12-13 00:00:00",86,113.02
"2007-12-14 00:00:00",69.33,92.01
"2007-12-15 00:00:00",46.38,54.98
"2007-12-16 00:00:00",40.09,46.31
"2007-12-17 00:00:00",84.49,120.43
"2007-12-18 00:00:00",96.59,124.97
"2007-12-19 00:00:00",158.97,248.38
"2007-12-20 00:00:00",79.82,100.72
"2007-12-21 00:00:00",78.06,101.76
"2007-12-22 00:00:00",54.91,65.64
"2007-12-23 00:00:00",35.21,39.45
"2007-12-24 00:00:00",28.5,31.39
"2007-12-25 00:00:00",26.32,28.07
"2007-12-26 00:00:00",19.91,22.9
"2007-12-27 00:00:00",32.65,46.65
"2007-12-28 00:00:00",25.95,33.76
"2007-12-29 00:00:00",27.09,40.4
"2007-12-30 00:00:00",24.95,33.6
"2007-12-31 00:00:00",27.19,34.48
"2008-01-01 00:00:00",21.03,21.54
"2008-01-02 00:00:00",58.51,75.08
"2008-01-03 00:00:00",54.98,66.88
"2008-01-04 00:00:00",55.99,67.84
"2008-01-05 00:00:00",45.24,53.19
"2008-01-06 00:00:00",42.84,48.44
"2008-01-07 00:00:00",68.47,87.54
"2008-01-08 00:00:00",68.14,86.82
"2008-01-09 00:00:00",61.84,78.59
"2008-01-10 00:00:00",66.03,83.16
"2008-01-11 00:00:00",64.3,78.77
"2008-01-12 00:00:00",51.21,59.62
"2008-01-13 00:00:00",43.45,49.84
"2008-01-14 00:00:00",66.32,85.1
"2008-01-15 00:00:00",64.05,77.26
"2008-01-16 00:00:00",66.99,85.57
"2008-01-17 00:00:00",72.98,89.24
"2008-01-18 00:00:00",59.97,73.58
"2008-01-19 00:00:00",42.32,53.89
"2008-01-20 00:00:00",38.49,41.44
"2008-01-21 00:00:00",54.3,68.47
"2008-01-22 00:00:00",63.87,75.22
"2008-01-23 00:00:00",59.25,71.07
"2008-01-24 00:00:00",61.35,74.19
"2008-01-25 00:00:00",48.86,54.31
"2008-01-26 00:00:00",45.19,49.83
"2008-01-27 00:00:00",33.43,39.25
"2008-01-28 00:00:00",59.97,73.75
"2008-01-29 00:00:00",70.67,83
"2008-01-30 00:00:00",67.83,80.93
"2008-01-31 00:00:00",58.25,66.5
"2008-02-01 00:00:00",47.57,55.97
"2008-02-02 00:00:00",45.55,51.28
"2008-02-03 00:00:00",43.5,46.32
"2008-02-04 00:00:00",58.85,71.75
"2008-02-05 00:00:00",57.33,67.78
"2008-02-06 00:00:00",56.73,70.16
"2008-02-07 00:00:00",62.89,73.68
"2008-02-08 00:00:00",65.78,74.58
"2008-02-09 00:00:00",56.1,61.13
"2008-02-10 00:00:00",48.49,50.43
"2008-02-11 00:00:00",67.91,82.05
"2008-02-12 00:00:00",67.15,75.17
"2008-02-13 00:00:00",68.01,78.9
"2008-02-14 00:00:00",66.63,74.92
"2008-02-15 00:00:00",66.06,75.42
"2008-02-16 00:00:00",55.16,59.67
"2008-02-17 00:00:00",49.17,51.26
"2008-02-18 00:00:00",66.8,79.08
"2008-02-19 00:00:00",79.3,89.65
"2008-02-20 00:00:00",76.34,92.66
"2008-02-21 00:00:00",63.91,72.65
"2008-02-22 00:00:00",53.85,62.87
"2008-02-23 00:00:00",53.01,60.01
"2008-02-24 00:00:00",47.92,52.27
"2008-02-25 00:00:00",63.99,77.2
"2008-02-26 00:00:00",54.68,63.16
"2008-02-27 00:00:00",53.67,64.69
"2008-02-28 00:00:00",67.06,78.66
"2008-02-29 00:00:00",61.27,73.03
"2008-03-01 00:00:00",37.16,49.14
"2008-03-02 00:00:00",23.62,31.11
"2008-03-03 00:00:00",52.44,67.87
"2008-03-04 00:00:00",61.4,73.67
"2008-03-05 00:00:00",64.72,75.75
"2008-03-06 00:00:00",57.92,68.89
"2008-03-07 00:00:00",65.74,73.09
"2008-03-08 00:00:00",58.69,66.1
"2008-03-09 00:00:00",42.88,47.76
